"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","localhost.localdomain",,,,"User:","rafaelbraga25"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-10_22:34:10.csv 60",,,,"Date:","10 Jun 2019 22:34:11 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
10-06 22:34:11,1178509312.0,2203648.0,3990855680.0,3010445312.0,62.420,1.095,36.474,0.006,0.0,0.005,0.0,0.0,43495.034,213629.825
10-06 22:35:11,1724542976.0,2203648.0,4017426432.0,2437840896.0,98.701,1.265,0.017,0.0,0.0,0.017,10.0,0.0,0.0,449058.133
10-06 22:36:11,1758085120.0,2203648.0,4043472896.0,2378252288.0,99.600,0.400,0.0,0.0,0.0,0.0,28.300,0.0,0.0,4923.733
10-06 22:37:11,1754398720.0,2203648.0,4043464704.0,2381946880.0,99.883,0.117,0.0,0.0,0.0,0.0,10.0,0.0,0.0,444518.400
10-06 22:38:11,1770184704.0,2203648.0,4069494784.0,2340130816.0,99.533,0.467,0.0,0.0,0.0,0.0,24.0,0.0,0.0,2798.933
10-06 22:39:11,1770389504.0,2203648.0,4069494784.0,2339926016.0,99.883,0.100,0.0,0.0,0.0,0.017,10.0,0.0,0.0,442035.200
10-06 22:40:11,1788366848.0,2203648.0,4095520768.0,2295922688.0,98.900,1.100,0.0,0.0,0.0,0.0,31.600,0.0,0.0,442077.867
10-06 22:41:11,1788510208.0,2203648.0,4095520768.0,2295779328.0,99.717,0.283,0.0,0.0,0.0,0.0,16.700,6.700,0.0,4078.933
10-06 22:42:11,1805713408.0,2203648.0,4121280512.0,2252816384.0,98.000,1.967,0.017,0.0,0.0,0.017,28.600,0.0,0.0,6766.933
10-06 22:43:11,1806123008.0,2203648.0,4121276416.0,2252410880.0,98.399,1.601,0.0,0.0,0.0,0.0,10.0,0.0,0.0,445636.267
10-06 22:44:11,1820004352.0,2203648.0,4121554944.0,2238251008.0,99.466,0.517,0.0,0.0,0.0,0.017,24.0,0.0,0.0,6621.867
10-06 22:45:11,1820307456.0,2203648.0,4121554944.0,2237947904.0,99.867,0.133,0.0,0.0,0.0,0.0,10.0,0.0,0.0,442120.533
10-06 22:46:11,1829883904.0,2203648.0,4121808896.0,2228117504.0,99.483,0.517,0.0,0.0,0.0,0.0,28.050,0.0,0.0,431018.667
10-06 22:47:11,1832091648.0,2203648.0,4121808896.0,2225909760.0,99.883,0.117,0.0,0.0,0.0,0.0,10.0,0.0,0.0,442214.400
10-06 22:48:11,1833148416.0,2203648.0,4121808896.0,2224852992.0,99.733,0.250,0.0,0.0,0.0,0.017,40.0,0.0,0.0,431360.0
10-06 22:49:11,1846104064.0,2203648.0,4122062848.0,2211643392.0,99.350,0.650,0.0,0.0,0.0,0.0,33.600,0.0,0.0,441830.400
10-06 22:50:11,1847001088.0,2203648.0,4122075136.0,2210734080.0,99.300,0.700,0.0,0.0,0.0,0.0,10.0,0.0,0.0,433177.600
10-06 22:51:11,1850740736.0,2203648.0,4122599424.0,2206470144.0,99.450,0.534,0.017,0.0,0.0,0.0,28.300,0.0,0.0,2969.600
10-06 22:52:11,1850531840.0,2203648.0,4122587136.0,2206691328.0,99.850,0.133,0.0,0.0,0.0,0.017,10.0,0.0,0.0,444723.200
10-06 22:53:11,1869557760.0,2203648.0,4122845184.0,2187407360.0,99.667,0.333,0.0,0.0,0.0,0.0,24.0,0.0,0.0,431778.133
10-06 22:54:11,1870508032.0,2203648.0,4122562560.0,2186739712.0,99.566,0.434,0.0,0.0,0.0,0.0,10.0,0.0,0.0,442624.0
10-06 22:55:11,1870614528.0,2203648.0,4122853376.0,2186342400.0,99.450,0.533,0.0,0.0,0.0,0.017,30.700,6.700,0.0,4403.200
