"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","g02-01.lsd.di.uminho.pt",,,,"User:","admin"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-13_18:51:45.csv 60",,,,"Date:","13 Jun 2019 18:51:46 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
13-06 18:51:46,472223744.0,2138112.0,2684088320.0,815177728.0,1.892,0.021,98.077,0.008,0.0,0.002,0.0,0.0,418.850,3630.827
13-06 18:52:46,992530432.0,2138112.0,2710650880.0,268308480.0,83.137,0.826,15.954,0.0,0.0,0.083,26.867,0.0,0.0,447778.133
13-06 18:53:46,995160064.0,2138112.0,2710650880.0,265678848.0,88.471,0.275,11.161,0.008,0.0,0.083,26.0,0.0,0.0,375.467
13-06 18:54:46,999555072.0,2138112.0,2710650880.0,261283840.0,89.008,0.276,10.583,0.008,0.0,0.125,26.0,0.0,0.0,102.400
13-06 18:55:46,1029099520.0,2138112.0,2736775168.0,205615104.0,79.882,0.367,19.626,0.0,0.0,0.125,27.400,0.0,0.0,430242.133
13-06 18:56:46,1029132288.0,2138112.0,2736775168.0,205582336.0,90.580,0.318,8.994,0.017,0.0,0.092,26.0,0.0,0.0,442845.867
13-06 18:57:46,1031806976.0,2138112.0,2736775168.0,202907648.0,91.527,0.259,8.097,0.008,0.0,0.109,29.600,2.200,0.0,102.400
13-06 18:58:46,1037783040.0,2138112.0,2762551296.0,171155456.0,83.643,0.276,15.973,0.008,0.0,0.100,25.133,0.0,0.0,102.400
13-06 18:59:46,1063444480.0,2138112.0,2762801152.0,145244160.0,81.545,0.325,18.038,0.0,0.0,0.092,29.067,2.200,0.0,441523.200
13-06 19:00:46,1067511808.0,2138112.0,2762801152.0,141176832.0,88.955,0.258,10.662,0.008,0.0,0.117,26.0,0.0,0.0,1510.400
13-06 19:01:46,1066094592.0,2138112.0,2762805248.0,142589952.0,90.825,0.335,8.731,0.008,0.0,0.100,29.600,2.200,0.0,1843.200
13-06 19:02:46,1067208704.0,2138112.0,2788577280.0,115703808.0,69.677,0.208,30.040,0.008,0.0,0.067,26.0,0.0,0.0,431505.067
13-06 19:03:46,1080201216.0,2138112.0,2755362816.0,135925760.0,90.050,0.334,9.582,0.0,0.0,0.033,26.0,0.0,0.0,441011.200
13-06 19:04:46,1080381440.0,2138112.0,2755362816.0,135745536.0,92.190,0.276,7.467,0.025,0.0,0.042,27.500,0.700,0.0,375.467
13-06 19:05:46,1080397824.0,2138112.0,2755362816.0,135729152.0,92.229,0.292,7.428,0.008,0.0,0.042,26.700,1.500,0.0,102.400
13-06 19:06:46,1091870720.0,2138112.0,2747768832.0,131850240.0,59.093,0.309,40.573,0.0,0.0,0.025,26.0,0.0,0.0,431914.667
13-06 19:07:46,1098014720.0,2138112.0,2747768832.0,125706240.0,90.492,0.284,9.207,0.0,0.0,0.017,26.0,0.0,0.0,440302.933
13-06 19:08:46,1098014720.0,2138112.0,2747768832.0,125706240.0,91.660,0.251,8.022,0.008,0.0,0.058,25.133,0.0,0.0,1211.733
13-06 19:09:46,1099096064.0,2138112.0,2747768832.0,124624896.0,91.417,0.234,8.257,0.017,0.0,0.075,26.867,0.0,0.0,102.400
13-06 19:10:46,1093816320.0,2138112.0,2680516608.0,197156864.0,62.767,0.192,36.991,0.017,0.0,0.033,27.400,0.0,273.067,432034.133
13-06 19:11:46,1110790144.0,2138112.0,2680770560.0,179929088.0,81.033,0.334,18.524,0.008,0.0,0.100,26.0,0.0,0.0,441224.533
13-06 19:12:46,1113530368.0,2138112.0,2680770560.0,177188864.0,91.820,0.334,7.738,0.0,0.0,0.109,32.400,7.800,273.067,2662.400
13-06 19:13:46,1113657344.0,2138112.0,2680770560.0,177061888.0,91.809,0.284,7.799,0.008,0.0,0.100,26.0,0.0,273.067,375.467
13-06 19:14:46,1113112576.0,2138112.0,2680774656.0,177602560.0,59.918,0.117,39.923,0.0,0.0,0.042,28.200,2.200,0.0,431385.600
13-06 19:15:46,1127616512.0,2138112.0,2681024512.0,162848768.0,76.454,0.284,23.187,0.0,0.0,0.075,26.0,0.0,0.0,440132.267
13-06 19:16:46,1127616512.0,2138112.0,2681024512.0,162848768.0,91.784,0.309,7.799,0.0,0.0,0.109,28.200,2.200,0.0,2304.0
13-06 19:17:46,1127616512.0,2138112.0,2681024512.0,162848768.0,88.632,0.292,10.976,0.0,0.0,0.100,28.100,0.0,0.0,102.400
13-06 19:18:46,1127202816.0,2138112.0,2681024512.0,163262464.0,67.845,0.150,31.955,0.008,0.0,0.042,28.900,2.200,0.0,247.467
13-06 19:19:46,1136992256.0,2138112.0,2681278464.0,153219072.0,57.871,0.200,41.879,0.0,0.0,0.050,26.0,0.0,0.0,870707.200
13-06 19:20:46,1136975872.0,2138112.0,2681278464.0,153235456.0,90.572,0.234,9.069,0.0,0.0,0.125,26.0,0.0,0.0,2013.867
13-06 19:21:46,1136988160.0,2138112.0,2681282560.0,153219072.0,91.746,0.250,7.879,0.0,0.0,0.125,26.0,0.0,0.0,469.333
13-06 19:22:46,1137078272.0,2138112.0,2681286656.0,153124864.0,87.538,0.259,12.079,0.008,0.0,0.117,28.200,2.200,0.0,247.467
13-06 19:23:46,1137303552.0,2138112.0,2681286656.0,152899584.0,50.008,0.017,49.975,0.0,0.0,0.0,26.0,0.0,0.0,431385.600
13-06 19:24:46,1155235840.0,2138112.0,2681540608.0,134713344.0,76.128,0.284,23.497,0.0,0.0,0.092,26.0,0.0,0.0,440729.600
13-06 19:25:46,1155235840.0,2138112.0,2681540608.0,134713344.0,91.875,0.267,7.757,0.0,0.0,0.100,26.533,0.0,0.0,1288.533
13-06 19:26:46,1155108864.0,2138112.0,2681540608.0,134840320.0,90.321,0.283,9.279,0.008,0.0,0.108,26.867,0.0,0.0,102.400
13-06 19:27:46,1155923968.0,2138112.0,2681540608.0,134025216.0,68.190,0.167,31.577,0.0,0.0,0.067,26.0,0.0,0.0,256.0
13-06 19:28:46,1156018176.0,2138112.0,2681540608.0,133931008.0,50.017,0.033,49.942,0.0,0.0,0.008,26.0,0.0,0.0,432827.733
13-06 19:29:46,1171734528.0,2138112.0,2649436160.0,150319104.0,84.569,0.434,14.889,0.0,0.0,0.108,26.0,0.0,0.0,441710.933
13-06 19:30:46,1171734528.0,2138112.0,2649436160.0,150319104.0,89.731,0.250,9.927,0.008,0.0,0.083,26.0,0.0,0.0,375.467
13-06 19:31:46,1171734528.0,2138112.0,2649436160.0,150319104.0,89.662,0.301,9.921,0.017,0.0,0.100,26.0,0.0,0.0,102.400
13-06 19:32:46,1171357696.0,2138112.0,2649440256.0,150691840.0,63.705,0.192,36.086,0.0,0.0,0.017,28.200,2.200,0.0,431641.600
