"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","g02-05.lsd.di.uminho.pt",,,,"User:","admin"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-15_20:28:18.csv 60",,,,"Date:","15 Jun 2019 20:28:19 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
15-06 20:28:19,596054016.0,0.0,2560544768.0,817029120.0,0.780,0.019,99.180,0.020,0.0,0.001,0.0,0.0,1390.446,7861.190
15-06 20:29:19,1112014848.0,0.0,2599690240.0,261922816.0,83.086,0.977,15.687,0.142,0.0,0.109,26.0,0.0,209715.200,445047.467
15-06 20:30:19,1112268800.0,0.0,2599690240.0,261668864.0,90.767,0.276,8.865,0.0,0.0,0.092,27.500,0.700,0.0,2124.800
15-06 20:31:19,1112776704.0,0.0,2599690240.0,261160960.0,90.779,0.317,8.795,0.0,0.0,0.109,32.400,8.600,0.0,2295.467
15-06 20:32:19,1113157632.0,0.0,2599690240.0,260780032.0,90.029,0.319,9.559,0.0,0.0,0.092,26.0,0.0,0.0,1501.867
15-06 20:33:19,1113157632.0,0.0,2599690240.0,260780032.0,91.006,0.301,8.542,0.0,0.0,0.150,26.0,0.0,0.0,102.400
15-06 20:34:19,1113157632.0,0.0,2599690240.0,260780032.0,90.339,0.294,9.191,0.0,0.0,0.176,28.200,2.200,0.0,213.333
15-06 20:35:19,1151459328.0,0.0,2625814528.0,196354048.0,79.674,0.368,19.816,0.0,0.0,0.142,26.0,0.0,0.0,1305.600
15-06 20:36:19,1151459328.0,0.0,2625814528.0,196354048.0,89.501,0.300,10.057,0.0,0.0,0.142,30.400,4.400,0.0,443477.333
15-06 20:37:19,1151459328.0,0.0,2625814528.0,196354048.0,90.685,0.284,8.889,0.0,0.0,0.142,26.0,0.0,0.0,1629.867
15-06 20:38:19,1152086016.0,0.0,2625822720.0,195719168.0,91.215,0.542,8.068,0.0,0.0,0.175,199.900,239.467,0.0,725.333
15-06 20:39:19,1152086016.0,0.0,2625822720.0,195719168.0,89.586,0.284,10.005,0.0,0.0,0.125,28.800,0.0,0.0,1988.267
15-06 20:40:19,1152086016.0,0.0,2625822720.0,195719168.0,89.707,0.217,9.951,0.0,0.0,0.125,26.0,0.0,0.0,375.467
15-06 20:41:19,1152086016.0,0.0,2625822720.0,195719168.0,89.794,0.293,9.746,0.0,0.0,0.167,26.0,0.0,0.0,981.333
15-06 20:42:19,1174056960.0,0.0,2651848704.0,147722240.0,70.923,0.267,28.693,0.0,0.0,0.117,26.0,0.0,0.0,430071.467
15-06 20:43:19,1174024192.0,0.0,2651848704.0,147755008.0,90.319,0.284,9.256,0.0,0.0,0.142,26.0,0.0,0.0,440200.533
15-06 20:44:19,1174024192.0,0.0,2651848704.0,147755008.0,90.765,0.259,8.810,0.0,0.0,0.167,26.0,0.0,0.0,1211.733
15-06 20:45:19,1174024192.0,0.0,2651848704.0,147755008.0,91.160,0.250,8.422,0.0,0.0,0.167,26.0,0.0,0.0,102.400
15-06 20:46:19,1174024192.0,0.0,2651848704.0,147755008.0,89.547,0.267,10.044,0.0,0.0,0.142,27.400,0.0,0.0,102.400
15-06 20:47:19,1174040576.0,0.0,2651848704.0,147738624.0,89.385,0.284,10.197,0.0,0.0,0.134,27.400,0.0,0.0,119.467
15-06 20:48:19,1174040576.0,0.0,2651848704.0,147738624.0,90.287,0.276,9.320,0.0,0.0,0.117,28.200,2.600,0.0,520.533
15-06 20:49:19,1191809024.0,0.0,2620571648.0,161247232.0,62.302,0.267,37.381,0.0,0.0,0.050,26.0,0.0,0.0,431368.533
15-06 20:50:19,1191841792.0,0.0,2620571648.0,161214464.0,89.942,0.284,9.699,0.0,0.0,0.075,26.0,0.0,0.0,440268.800
15-06 20:51:19,1191841792.0,0.0,2620571648.0,161214464.0,91.148,0.292,8.427,0.0,0.0,0.133,28.200,2.200,0.0,1211.733
15-06 20:52:19,1192333312.0,0.0,2620571648.0,160722944.0,90.975,0.317,8.557,0.0,0.0,0.150,32.400,7.800,0.0,375.467
15-06 20:53:19,1192333312.0,0.0,2620571648.0,160722944.0,90.957,0.276,8.634,0.0,0.0,0.134,30.400,4.400,0.0,2406.400
15-06 20:54:19,1192333312.0,0.0,2620571648.0,160722944.0,91.030,0.300,8.511,0.0,0.0,0.159,26.0,0.0,0.0,537.600
15-06 20:55:19,1192349696.0,0.0,2620571648.0,160706560.0,90.649,0.259,8.917,0.0,0.0,0.175,26.0,0.0,0.0,102.400
15-06 20:56:19,1205964800.0,0.0,2647011328.0,120651776.0,55.321,0.159,44.470,0.0,0.0,0.050,26.0,0.0,0.0,431726.933
15-06 20:57:19,1208274944.0,0.0,2592194560.0,173158400.0,89.190,0.284,10.259,0.058,0.0,0.209,26.0,0.0,0.0,443511.467
15-06 20:58:19,1208274944.0,0.0,2592194560.0,173158400.0,90.758,0.267,8.775,0.0,0.0,0.200,26.0,0.0,0.0,1211.733
15-06 20:59:19,1208274944.0,0.0,2592194560.0,173158400.0,90.454,0.300,9.038,0.0,0.0,0.208,26.0,0.0,0.0,102.400
15-06 21:00:19,1208254464.0,0.0,2592198656.0,173174784.0,90.330,0.284,9.220,0.0,0.0,0.167,26.0,0.0,0.0,187.733
15-06 21:01:19,1208258560.0,0.0,2592210944.0,173158400.0,89.898,0.334,9.601,0.0,0.0,0.167,26.0,0.0,0.0,682.667
15-06 21:02:19,1209782272.0,0.0,2592210944.0,171634688.0,90.324,0.259,9.234,0.0,0.0,0.184,27.400,0.0,0.0,580.267
15-06 21:03:19,1210155008.0,0.0,2592210944.0,171261952.0,64.248,0.142,35.561,0.0,0.0,0.050,26.0,0.0,0.0,431078.400
15-06 21:04:19,1227329536.0,0.0,2592464896.0,153833472.0,72.384,0.258,27.241,0.0,0.0,0.117,26.0,0.0,0.0,1604.267
15-06 21:05:19,1226510336.0,0.0,2592464896.0,154652672.0,90.857,0.292,8.684,0.0,0.0,0.167,29.600,2.200,0.0,441412.267
15-06 21:06:19,1227280384.0,0.0,2592464896.0,153882624.0,91.100,0.301,8.450,0.0,0.0,0.150,26.0,0.0,0.0,102.400
15-06 21:07:19,1227280384.0,0.0,2592464896.0,153882624.0,91.074,0.267,8.534,0.0,0.0,0.125,26.0,0.0,0.0,1262.933
15-06 21:08:19,1227264000.0,0.0,2592464896.0,153899008.0,90.771,0.267,8.828,0.0,0.0,0.134,28.200,2.200,0.0,102.400
15-06 21:09:19,1227886592.0,0.0,2592477184.0,153264128.0,90.636,0.593,8.638,0.0,0.0,0.134,299.433,323.333,0.0,2065.067
15-06 21:10:19,1227493376.0,0.0,2592481280.0,153653248.0,81.704,0.242,17.954,0.0,0.0,0.100,28.200,2.600,0.0,3626.667
15-06 21:11:19,1227444224.0,0.0,2592481280.0,153702400.0,50.017,0.008,49.975,0.0,0.0,0.0,31.0,2.200,0.0,431948.800
15-06 21:12:19,1236242432.0,0.0,2592731136.0,144654336.0,86.294,0.376,13.205,0.0,0.0,0.125,26.0,0.0,0.0,441113.600
15-06 21:13:19,1236750336.0,0.0,2592731136.0,144146432.0,89.849,0.359,9.683,0.0,0.0,0.109,32.400,7.800,0.0,418.133
15-06 21:14:19,1236750336.0,0.0,2592731136.0,144146432.0,91.065,0.301,8.518,0.0,0.0,0.117,26.0,0.0,0.0,2363.733
15-06 21:15:19,1236750336.0,0.0,2592731136.0,144146432.0,90.627,0.326,8.947,0.0,0.0,0.100,26.0,0.0,0.0,375.467
15-06 21:16:19,1236733952.0,0.0,2592731136.0,144162816.0,89.740,0.310,9.825,0.0,0.0,0.126,26.0,0.0,0.0,102.400
15-06 21:17:19,1236733952.0,0.0,2592731136.0,144162816.0,90.300,0.301,9.316,0.0,0.0,0.084,26.0,0.0,0.0,102.400
15-06 21:18:19,1236037632.0,0.0,2592731136.0,144859136.0,72.548,0.243,27.150,0.0,0.0,0.059,26.0,0.0,0.0,429952.0
15-06 21:19:19,1236070400.0,0.0,2592731136.0,144826368.0,49.992,0.017,49.983,0.0,0.0,0.008,26.0,0.0,0.0,1356.800
15-06 21:20:19,1259339776.0,0.0,2592985088.0,121303040.0,88.105,0.451,11.286,0.0,0.0,0.159,26.0,0.0,0.0,440977.067
15-06 21:21:19,1259339776.0,0.0,2592985088.0,121303040.0,90.663,0.277,9.027,0.0,0.0,0.034,26.0,0.0,0.0,1484.800
15-06 21:22:19,1259339776.0,0.0,2592985088.0,121303040.0,89.697,0.302,9.866,0.0,0.0,0.134,28.200,2.200,0.0,102.400
