"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","g02-01.lsd.di.uminho.pt",,,,"User:","admin"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-11_21:47:52.csv 60",,,,"Date:","11 Jun 2019 21:47:53 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
11-06 21:47:53,280133632.0,2138112.0,2910883840.0,780472320.0,1.045,0.013,98.934,0.007,0.0,0.001,0.0,0.0,273.556,1994.945
11-06 21:48:53,779120640.0,2138112.0,2937413632.0,254955520.0,81.132,1.261,17.540,0.017,0.0,0.050,26.0,0.0,341.333,446284.800
11-06 21:49:53,781242368.0,2138112.0,2937413632.0,252833792.0,87.440,0.862,11.681,0.0,0.0,0.017,26.0,0.0,0.0,3080.533
11-06 21:50:53,785448960.0,2138112.0,2937413632.0,248627200.0,87.512,0.912,11.560,0.0,0.0,0.017,29.700,2.900,0.0,102.400
11-06 21:51:53,790896640.0,2138112.0,2937417728.0,243175424.0,87.551,0.895,11.520,0.008,0.0,0.025,28.100,1.500,0.0,1075.200
11-06 21:52:53,791040000.0,2138112.0,2937417728.0,243032064.0,87.532,0.870,11.581,0.0,0.0,0.017,26.0,0.0,0.0,1066.667
11-06 21:53:53,792625152.0,2138112.0,2937417728.0,241446912.0,87.543,0.837,11.604,0.008,0.0,0.008,26.0,0.0,0.0,546.133
11-06 21:54:53,793399296.0,2138112.0,2963189760.0,214900736.0,81.938,0.719,17.326,0.0,0.0,0.017,26.0,0.0,0.0,324.267
11-06 21:55:53,810356736.0,2138112.0,2963537920.0,197595136.0,75.169,0.668,24.113,0.008,0.0,0.042,27.500,0.700,0.0,441873.067
11-06 21:56:53,813002752.0,2138112.0,2963537920.0,194949120.0,87.591,0.887,11.497,0.0,0.0,0.025,26.700,1.500,0.0,3584.0
11-06 21:57:53,815050752.0,2138112.0,2963537920.0,192901120.0,87.656,0.796,11.532,0.0,0.0,0.017,28.200,2.200,0.0,102.400
11-06 21:58:53,817143808.0,2138112.0,2963542016.0,190803968.0,87.739,0.845,11.382,0.008,0.0,0.025,26.0,0.0,0.0,315.733
11-06 21:59:53,815849472.0,2138112.0,2963542016.0,192098304.0,87.662,0.812,11.501,0.0,0.0,0.025,26.0,0.0,0.0,657.067
11-06 22:00:53,816848896.0,2138112.0,2970001408.0,184639488.0,87.323,0.853,11.740,0.050,0.0,0.033,26.0,0.0,107656.533,537.600
11-06 22:01:53,816644096.0,2138112.0,2995855360.0,158990336.0,87.504,0.928,11.526,0.008,0.0,0.033,26.0,0.0,2730.667,2235.733
11-06 22:02:53,827531264.0,2138112.0,2996191232.0,147767296.0,54.357,0.217,45.393,0.0,0.0,0.033,26.0,0.0,0.0,431837.867
11-06 22:03:53,827371520.0,2138112.0,2996191232.0,147927040.0,87.665,0.854,11.456,0.008,0.0,0.017,26.0,0.0,0.0,441070.933
11-06 22:04:53,827629568.0,2138112.0,2996191232.0,147668992.0,87.622,0.878,11.466,0.0,0.0,0.033,26.0,0.0,0.0,1467.733
11-06 22:05:53,827629568.0,2138112.0,2996191232.0,147668992.0,87.655,0.836,11.484,0.0,0.0,0.025,27.400,0.0,0.0,102.400
11-06 22:06:53,827510784.0,2138112.0,2996183040.0,147795968.0,87.656,0.837,11.491,0.008,0.0,0.008,32.400,7.800,0.0,256.0
11-06 22:07:53,827531264.0,2138112.0,2996183040.0,147775488.0,87.621,0.862,11.491,0.0,0.0,0.025,26.0,0.0,0.0,1740.800
11-06 22:08:53,827420672.0,2138112.0,2996183040.0,147886080.0,87.665,0.836,11.482,0.008,0.0,0.008,30.400,4.400,0.0,529.067
11-06 22:09:53,827441152.0,2138112.0,3021955072.0,122093568.0,70.043,0.443,29.489,0.0,0.0,0.025,26.0,0.0,0.0,324.267
11-06 22:10:53,838979584.0,2138112.0,2983972864.0,148537344.0,56.758,0.267,42.950,0.0,0.0,0.025,26.0,0.0,0.0,431616.0
11-06 22:11:53,839327744.0,2138112.0,2983972864.0,148189184.0,87.641,0.862,11.480,0.0,0.0,0.017,27.400,0.0,0.0,440635.733
11-06 22:12:53,841175040.0,2138112.0,2983972864.0,146341888.0,87.601,0.887,11.487,0.0,0.0,0.025,26.0,0.0,0.0,1902.933
11-06 22:13:53,841170944.0,2138112.0,2983976960.0,146341888.0,87.656,0.845,11.474,0.008,0.0,0.017,29.600,2.200,0.0,102.400
11-06 22:14:53,841170944.0,2138112.0,2983976960.0,146341888.0,87.579,0.829,11.567,0.0,0.0,0.025,26.0,0.0,0.0,341.333
11-06 22:15:53,841170944.0,2138112.0,2983976960.0,146341888.0,87.601,0.878,11.495,0.008,0.0,0.017,28.200,2.200,0.0,793.600
11-06 22:16:53,841297920.0,2138112.0,2983976960.0,146214912.0,87.636,0.871,11.468,0.0,0.0,0.025,26.0,0.0,0.0,110.933
11-06 22:17:53,850644992.0,2138112.0,3009748992.0,111095808.0,67.468,0.468,32.039,0.008,0.0,0.017,26.0,0.0,0.0,430088.533
11-06 22:18:53,850767872.0,2138112.0,3009753088.0,110968832.0,50.008,0.008,49.983,0.0,0.0,0.0,26.0,0.0,0.0,1783.467
11-06 22:19:53,860434432.0,2138112.0,2970554368.0,140500992.0,81.061,0.777,18.120,0.0,0.0,0.042,27.400,0.0,0.0,441907.200
11-06 22:20:53,860434432.0,2138112.0,2970554368.0,140500992.0,87.595,0.887,11.501,0.0,0.0,0.017,26.0,0.0,0.0,1203.200
11-06 22:21:53,860434432.0,2138112.0,2970554368.0,140500992.0,87.664,0.811,11.483,0.008,0.0,0.033,26.0,0.0,0.0,102.400
11-06 22:22:53,860430336.0,2138112.0,2970558464.0,140500992.0,87.667,0.845,11.463,0.0,0.0,0.025,26.0,0.0,0.0,324.267
11-06 22:23:53,860381184.0,2138112.0,2970558464.0,140550144.0,87.741,0.778,11.473,0.0,0.0,0.008,26.0,0.0,0.0,648.533
11-06 22:24:53,860336128.0,2138112.0,2970558464.0,140595200.0,87.602,0.870,11.502,0.008,0.0,0.017,26.0,0.0,0.0,102.400
11-06 22:25:53,863494144.0,2138112.0,2970562560.0,137433088.0,80.837,0.712,18.418,0.0,0.0,0.033,29.700,3.700,0.0,430062.933
11-06 22:26:53,863621120.0,2138112.0,2970562560.0,137306112.0,50.008,0.008,49.983,0.0,0.0,0.0,26.0,0.0,0.0,2500.267
11-06 22:27:53,876711936.0,2138112.0,2931630080.0,163147776.0,52.772,0.158,47.045,0.0,0.0,0.025,26.0,0.0,0.0,187.733
11-06 22:28:53,876584960.0,2138112.0,2931630080.0,163274752.0,87.707,0.811,11.448,0.008,0.0,0.025,26.0,0.0,0.0,441070.933
11-06 22:29:53,876584960.0,2138112.0,2931630080.0,163274752.0,87.698,0.811,11.466,0.0,0.0,0.025,26.0,0.0,0.0,1757.867
11-06 22:30:53,876584960.0,2138112.0,2931630080.0,163274752.0,87.648,0.829,11.498,0.008,0.0,0.017,29.600,2.200,0.0,102.400
11-06 22:31:53,876703744.0,2138112.0,2931638272.0,163147776.0,87.621,0.878,11.475,0.0,0.0,0.025,32.400,7.800,136.533,3072.0
