"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","localhost.localdomain",,,,"User:","barreira"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-13_18:58:51.csv 60",,,,"Date:","13 Jun 2019 18:58:52 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
13-06 18:58:52,525688832.0,167936.0,2593488896.0,834838528.0,38.703,1.567,59.685,0.013,0.0,0.032,0.0,0.0,28846.031,255709.366
13-06 18:59:52,1074905088.0,167936.0,2620051456.0,259059712.0,82.971,2.397,14.582,0.0,0.0,0.050,35.800,279.933,0.0,446165.333
13-06 19:00:52,1104093184.0,167936.0,2646175744.0,203747328.0,81.338,2.058,16.554,0.0,0.0,0.050,31.800,117.667,0.0,6340.267
13-06 19:01:52,1121284096.0,167936.0,2672201728.0,160530432.0,78.282,1.879,19.781,0.008,0.0,0.050,28.500,94.567,0.0,439364.267
13-06 19:02:52,1125531648.0,167936.0,2672201728.0,156282880.0,85.401,2.225,12.323,0.0,0.0,0.050,2.200,8.467,0.0,442333.867
13-06 19:03:52,1142820864.0,167936.0,2654629888.0,156565504.0,74.078,2.257,23.614,0.0,0.0,0.050,27.500,94.233,0.0,5649.067
13-06 19:04:52,1142439936.0,167936.0,2680406016.0,131170304.0,81.046,2.005,16.899,0.008,0.0,0.042,6.500,22.967,0.0,437384.533
13-06 19:05:52,1158402048.0,167936.0,2641842176.0,153772032.0,73.366,2.996,23.579,0.008,0.0,0.050,24.200,148.367,0.0,440371.200
13-06 19:06:52,1160699904.0,167936.0,2641842176.0,151474176.0,68.835,1.419,29.704,0.0,0.0,0.042,6.600,29.800,0.0,2722.133
13-06 19:07:52,1173708800.0,167936.0,2642100224.0,138207232.0,83.688,2.432,13.821,0.0,0.0,0.058,30.900,86.633,0.0,442026.667
13-06 19:08:52,1188012032.0,167936.0,2606624768.0,159379456.0,63.476,1.721,34.762,0.0,0.0,0.042,29.600,97.600,0.0,432725.333
13-06 19:09:52,1188593664.0,167936.0,2606624768.0,158797824.0,85.116,2.432,12.385,0.008,0.0,0.058,1.100,5.433,0.0,441966.933
13-06 19:10:52,1201233920.0,167936.0,2606878720.0,145903616.0,61.295,1.227,37.445,0.0,0.0,0.033,29.600,97.600,0.0,870749.867
13-06 19:11:52,1203331072.0,167936.0,2606878720.0,143806464.0,85.825,2.206,11.943,0.0,0.0,0.025,3.300,11.500,0.0,2611.200
13-06 19:12:52,1219629056.0,167936.0,2602803200.0,131584000.0,58.159,0.952,40.847,0.0,0.0,0.042,27.400,162.367,0.0,431581.867
13-06 19:13:52,1219788800.0,167936.0,2602803200.0,131424256.0,85.744,2.207,12.015,0.0,0.0,0.033,1.100,5.433,0.0,441156.267
13-06 19:14:52,1220509696.0,167936.0,2584260608.0,149245952.0,58.493,0.751,40.714,0.008,0.0,0.033,6.500,22.967,0.0,431598.933
13-06 19:15:52,1235668992.0,167936.0,2584514560.0,133832704.0,80.879,2.423,16.649,0.0,0.0,0.050,24.200,80.067,0.0,442026.667
13-06 19:16:52,1234997248.0,167936.0,2584514560.0,134504448.0,65.624,1.010,33.350,0.0,0.0,0.017,6.500,22.967,0.0,429969.067
