"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","localhost.localdomain",,,,"User:","barreira"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-11_15:53:16.csv 60",,,,"Date:","11 Jun 2019 15:53:16 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
11-06 15:53:16,985370624.0,0.0,2124726272.0,844087296.0,41.285,2.159,56.442,0.028,0.0,0.085,0.0,0.0,72864.321,711484.095
11-06 15:54:16,1538351104.0,0.0,2151288832.0,264544256.0,73.138,3.883,22.877,0.0,0.0,0.101,6.700,6.700,0.0,446916.267
11-06 15:55:16,1540325376.0,0.0,2177064960.0,236793856.0,72.550,2.642,24.724,0.008,0.0,0.076,0.0,0.0,0.0,2466.133
11-06 15:56:16,1563082752.0,0.0,2177417216.0,213684224.0,77.642,3.076,19.190,0.0,0.0,0.092,0.0,0.0,0.0,442649.600
11-06 15:57:16,1565753344.0,0.0,2203193344.0,185237504.0,71.665,2.604,25.655,0.0,0.0,0.076,6.700,6.700,0.0,1920.0
11-06 15:58:16,1584152576.0,0.0,2203443200.0,166588416.0,76.994,3.008,19.923,0.008,0.0,0.067,0.0,0.0,0.0,443383.467
11-06 15:59:16,1588228096.0,0.0,2229215232.0,136740864.0,71.848,2.240,25.854,0.0,0.0,0.059,0.0,0.0,0.0,1885.867
11-06 16:00:16,1601282048.0,0.0,2190180352.0,162721792.0,74.743,2.812,22.353,0.008,0.0,0.084,0.0,0.0,0.0,442001.067
11-06 16:01:16,1588830208.0,0.0,2216128512.0,149225472.0,74.301,2.781,22.826,0.025,0.0,0.067,0.0,0.0,2935.467,431547.733
11-06 16:02:16,1603919872.0,0.0,2216378368.0,133885952.0,66.959,2.079,30.895,0.0,0.0,0.067,0.0,0.0,0.0,3456.0
11-06 16:03:16,1605648384.0,0.0,2216386560.0,132149248.0,80.057,2.944,16.932,0.0,0.0,0.067,0.0,0.0,0.0,440644.267
11-06 16:04:16,1613856768.0,0.0,2178363392.0,161964032.0,54.584,1.062,44.278,0.0,0.0,0.075,0.0,0.0,0.0,432469.333
11-06 16:05:16,1613824000.0,0.0,2178363392.0,161996800.0,79.081,3.107,17.744,0.008,0.0,0.059,0.0,0.0,0.0,440772.267
11-06 16:06:16,1615024128.0,0.0,2178371584.0,160788480.0,64.815,1.520,33.615,0.0,0.0,0.050,6.700,6.700,0.0,494.933
11-06 16:07:16,1626451968.0,0.0,2178621440.0,149110784.0,70.768,2.213,26.953,0.0,0.0,0.067,0.0,0.0,0.0,874188.800
11-06 16:08:16,1625526272.0,0.0,2178625536.0,150032384.0,78.084,2.944,18.921,0.008,0.0,0.042,0.0,0.0,0.0,2321.067
11-06 16:09:16,1635672064.0,0.0,2178875392.0,139636736.0,53.306,0.600,46.027,0.0,0.0,0.067,6.700,6.700,0.0,432742.400
11-06 16:10:16,1637027840.0,0.0,2178875392.0,138280960.0,81.727,3.079,15.136,0.0,0.0,0.059,0.0,0.0,0.0,442376.533
11-06 16:11:16,1635631104.0,0.0,2178875392.0,139677696.0,62.691,1.300,35.959,0.0,0.0,0.050,0.0,0.0,0.0,431479.467
11-06 16:12:16,1647079424.0,0.0,2164285440.0,142819328.0,66.224,1.972,31.713,0.0,0.0,0.092,0.0,0.0,0.0,2824.533
11-06 16:13:16,1648635904.0,0.0,2164289536.0,141258752.0,80.062,2.945,16.951,0.008,0.0,0.033,0.0,0.0,0.0,441139.200
11-06 16:14:16,1649528832.0,0.0,2164289536.0,140365824.0,49.967,0.067,49.925,0.0,0.0,0.042,0.0,0.0,0.0,432861.867
11-06 16:15:16,1659248640.0,0.0,2164539392.0,130396160.0,75.901,2.576,21.464,0.0,0.0,0.059,0.0,0.0,0.0,440780.800
11-06 16:16:16,1659895808.0,0.0,2101047296.0,193241088.0,72.356,2.308,25.270,0.0,0.0,0.067,0.0,0.0,0.0,432733.867
11-06 16:17:16,1659895808.0,0.0,2101047296.0,193241088.0,49.975,0.058,49.933,0.0,0.0,0.033,0.0,0.0,0.0,1484.800
