"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","localhost.localdomain",,,,"User:","barreira"
"Cmdline:","dstat --time -m --cpu --net --disk --output 2019-06-13_22:38:53.csv 60",,,,"Date:","13 Jun 2019 22:38:54 WEST"

"system","memory usage",,,,"total cpu usage",,,,,,"net/total",,"dsk/total",
"time","used","buff","cach","free","usr","sys","idl","wai","hiq","siq","recv","send","read","writ"
13-06 22:38:54,717586432.0,167936.0,2401939456.0,834490368.0,37.953,1.518,60.489,0.012,0.0,0.029,0.0,0.0,21194.433,229811.304
13-06 22:39:54,1269178368.0,167936.0,2451673088.0,233164800.0,78.449,3.451,18.008,0.034,0.0,0.059,33.0,175.800,385979.733,445738.667
13-06 22:40:54,1292988416.0,167936.0,2477797376.0,183230464.0,76.054,2.786,21.109,0.0,0.0,0.050,32.500,117.633,0.0,1868.800
13-06 22:41:54,1292951552.0,167936.0,2477801472.0,183263232.0,81.313,3.200,15.437,0.008,0.0,0.042,5.500,17.567,0.0,443895.467
13-06 22:42:54,1318154240.0,167936.0,2503823360.0,132038656.0,70.323,3.255,26.381,0.0,0.0,0.042,38.600,204.800,0.0,440524.800
13-06 22:43:54,1318268928.0,167936.0,2529595392.0,106151936.0,73.642,2.440,23.885,0.0,0.0,0.034,5.500,21.967,0.0,3507.200
13-06 22:44:54,1334824960.0,167936.0,2460258304.0,158932992.0,73.294,3.777,22.862,0.008,0.0,0.059,26.400,86.133,0.0,442018.133
13-06 22:45:54,1334800384.0,167936.0,2490093568.0,129122304.0,68.800,2.387,28.780,0.008,0.0,0.025,5.500,21.967,67652.267,1211.733
13-06 22:46:54,1350823936.0,167936.0,2444718080.0,158474240.0,74.728,3.377,21.837,0.008,0.0,0.050,26.400,86.133,0.0,871125.333
13-06 22:47:54,1351450624.0,167936.0,2444726272.0,157839360.0,69.289,1.927,28.759,0.0,0.0,0.025,6.600,29.800,0.0,1732.267
13-06 22:48:54,1364631552.0,167936.0,2444976128.0,144408576.0,70.109,2.142,27.715,0.0,0.0,0.033,29.700,184.967,0.0,870860.800
13-06 22:49:54,1364631552.0,167936.0,2444976128.0,144408576.0,75.252,2.509,22.214,0.0,0.0,0.025,6.500,22.967,0.0,2389.333
13-06 22:50:54,1375682560.0,167936.0,2445230080.0,133103616.0,60.432,1.360,38.166,0.008,0.0,0.033,24.200,80.067,0.0,431291.733
13-06 22:51:54,1375870976.0,167936.0,2445230080.0,132915200.0,80.737,3.216,16.013,0.0,0.0,0.034,6.500,18.567,0.0,442461.867
13-06 22:52:54,1376153600.0,167936.0,2445234176.0,132628480.0,53.373,0.418,46.192,0.0,0.0,0.017,3.300,15.900,0.0,431650.133
13-06 22:53:54,1388077056.0,167936.0,2385137664.0,180801536.0,77.869,3.487,18.593,0.0,0.0,0.050,26.400,86.133,0.0,440772.267
13-06 22:54:54,1387864064.0,167936.0,2385137664.0,181014528.0,66.566,2.017,31.391,0.0,0.0,0.025,12.200,28.667,0.0,431317.333
13-06 22:55:54,1400721408.0,167936.0,2385395712.0,167899136.0,61.461,1.680,36.810,0.008,0.0,0.042,29.600,82.133,0.0,3089.067
13-06 22:56:54,1403932672.0,167936.0,2385395712.0,164687872.0,80.851,3.323,15.801,0.0,0.0,0.025,10.867,20.867,0.0,442487.467
13-06 22:57:54,1405456384.0,167936.0,2385776640.0,162783232.0,50.705,0.183,49.095,0.0,0.0,0.017,24.400,135.500,6280.533,432418.133
13-06 22:58:54,1417814016.0,167936.0,2386026496.0,150175744.0,73.169,2.397,24.384,0.008,0.0,0.042,26.400,156.967,0.0,441130.667
13-06 22:59:54,1420505088.0,167936.0,2386030592.0,147480576.0,70.534,2.091,27.359,0.0,0.0,0.017,5.500,21.967,0.0,430984.533
13-06 23:00:54,1420505088.0,167936.0,2386030592.0,147480576.0,50.008,0.083,49.892,0.0,0.0,0.017,13.567,31.900,0.0,1638.400
